site_id,site_name,suburb
3929,STATION NR DUNCAN,Box Hill South
3930,STATION/RIVERSDALE,Box Hill South
3147,LOWER DANDENONG/WOODLANDS,Braeside
3148,LOWER DANDENONG/HOWARD,Braeside
3149,LWR DANDENONG NR WILLOW-GLEN,Braeside
3715,BOUNDARY/GOVERNOR (ROUNDABOUT),Braeside
1513,ASHLEY STREET/RUPERT STREET,Braybrook
2607,WESTERN HWY/ASHLEY,Braybrook
2608,WESTERN HWY / DARNLEY / BUTLER,Braybrook
2609,WESTERN HWY/DUKE,Braybrook
2619,MONASH/DUKE/SOUTH,Braybrook
2620,CHURCHILL NR DOBSON,Braybrook
2703,SOUTH NR MYAMYN,Braybrook
3629,CHURCHILL NR BRAYBROOK COMMUNITY CENTRE,Braybrook
4947,DEVONSHIRE/DUKE,Braybrook
4950,ASHLEY/BARKLY,Braybrook
4958,SOUTH NR MELON,Braybrook
5164,BREAKWATER/FELLMONGERS,Breakwater
5225,FELLMONGERS NR HITCHCOCK,Breakwater
5229,BREAKWATER/TUCKER/CURRIER,Breakwater
721,MOUNTAIN VIEW/SHERBOURNE,Briar Hill
724,SHERBOURNE NR OUTLOOK,Briar Hill
1589,WELLS ST NEAR MALE ST,Brighton
2315,NEPEAN/MARTIN/GARDENVALE,Brighton
2317,NEPEAN/BAY/MILROY/HAMPTON,Brighton
2338,NEW NR PARK,Brighton
2351,NEW/HEAD,Brighton
3022,ORMOND ESP/ST KILDA/HEAD,Brighton
3023,ST KILDA/MARTIN,Brighton
3024,NORTH/ST KILDA,Brighton
3025,ST KILDA/BAY,Brighton
3026,ST KILDA/GROSVENOR,Brighton
3027,DENDY/ESPLANADE,Brighton
3028,SOUTH/BEACH,Brighton
3545,Asling Street Nr Bay Street,Brighton
3547,CHURCH NR ST ANDREWS,Brighton
3548,CHURCH NR CARPENTER,Brighton
3549,NORTH NR ST JAMES,Brighton
3550,NORTH/NEW,Brighton
3568,HAMPTON/DURRANT/CLUDEN,Brighton
3630,SOUTH NR ESPLANADE,Brighton
3631,SOUTH/NEW,Brighton
3718,BAY/MALE/HILLCREST,Brighton
3949,MARTIN NR SPINK,Brighton
3950,NEW/MARTIN,Brighton
3951,BAY/NEW/BARKLY,Brighton
3952,NEW NR CADBY,Brighton
3953,NEW NR WINDERMERE,Brighton
3954,BAY NR WILLANSBY,Brighton
3955,DURRANT NR MALE,Brighton
3957,DENDY/HAMPTON,Brighton
3958,HAMPTON NR WERE,Brighton
3960,CENTRE/HAMPTON,Brighton
2316,NEPEAN/NORTH,Brighton East
2319,NEPEAN/HAWTHORN,Brighton East
2320,NEPEAN/CENTRE,Brighton East
2321,NEPEAN/MARRIAGE/THOMAS,Brighton East
2335,NEPEAN NR ARNOT,Brighton East
2336,NEPEAN/DENDY,Brighton East
2337,NEPEAN/CUMMINS/PATTERSON,Brighton East
3546,HAWTHORN/UNION,Brighton East
3633,SOUTH NR HAMPTON,Brighton East
3634,SOUTH/BLUFF/CUMMINS,Brighton East
3959,CENTRE/THOMAS,Brighton East
3961,HAWTHORN NR CHARLES,Brighton East
3962,HAWTHORN NR CLIVE,Brighton East
5400,HIGH NR HAMILTON,Broadford
5402,Broadford-Kilmore Rd / Pinniger St,Broadford
2037,Pearcedale Pde near Coleraine St,Broadmeadows
2165,PEARCEDALE NR COLERAINE,Broadmeadows
2166,PASCOE VALE/GIRGARRE,Broadmeadows
3587,COLERAINE BTW PASCOE VALE/PEARCEDALE,Broadmeadows
3600,PASCOE VALE/DIMBOOLA,Broadmeadows
3610,PASCOE VALE/TANDERRUM WAY,Broadmeadows
3615,PASCOE VALE/COLERAINE,Broadmeadows
3624,PEARCEDALE/BROADMEADOWS TOWN CENTRE,Broadmeadows
3641,PEARCEDALE PDE/SHOPPING CENTRE ACCESS RD,Broadmeadows
3672,DIMBOOLA/MAIN,Broadmeadows
3964,CAMP/MAYGAR/CSL ACCESS,Broadmeadows
3969,CAMP/NORTHCORP,Broadmeadows
3978,CAMP NR HARTLEY (FIRE STN),Broadmeadows
3984,CAMP NR JOSEPH,Broadmeadows
3985,CAMP/BLAIR/WIDFORD,Broadmeadows
3986,CAMP NR SMILEY,Broadmeadows
3990,BLAIR NR KING WILLIAM,Broadmeadows
3995,DIMBOOLA/PEARCEDALE,Broadmeadows
3997,CAMP/MAIN,Broadmeadows
4725,WIDFORD NR OLSEN,Broadmeadows
40061,WRR EAST OF PASCOE VALE RD GB,Broadmeadows
40063,WRR EAST OF MERLYNSTON CK GB,Broadmeadows
40065,WRR WEST OF SYDNEY RD GB,Broadmeadows
40110,WRR NR PARK ST AB,Broadmeadows
40111,WRR EAST OF WIDFORD AB,Broadmeadows
40113,WRR EAST OF PASCOE VALE AB,Broadmeadows
2661,COBURNS/RICHARD,Brookfield
1639,WGF 100m West of Millers Rd Bridge O/B,Brooklyn
1640,WGF 100m West of Millers Rd Bridge I/B,Brooklyn
1641,WGF 350m East of Grieve Pde Bridge O/B,Brooklyn
1642,WGF 350m East of Grieve Pde Bridge I/B,Brooklyn
1643,WGF 500m East of Princes Hwy Bridge O/B,Brooklyn
1644,WGF 300m East of Princes Hwy Bridge I/B,Brooklyn
2509,PHW/MILLERS/FRANCIS,Brooklyn
2510,PHW/MCDONALD,Brooklyn
2511,PHW/BURGESS/OLD GEELONG,Brooklyn
2512,PHW/GRIEVE,Brooklyn
2513,PHW/LITTLE BOUNDARY,Brooklyn
2541,WESTGATE FWY/GRIEVE I/B,Brooklyn
2621,MARKET/SOMERVILLE,Brooklyn
2660,SOMERVILLE/MCDONALD,Brooklyn
2968,MILLERS BTW PRIMULA & CYPRESS,Brooklyn
3500,MILLERS NR EAMES,Brooklyn
5296,PHW/FEDERATION TRAIL,Brooklyn
3109,BRUNSWICK NR WATSON,Brunswick
3112,SYDNEY/BRUNSWICK,Brunswick
3113,BRUNSWICK/LYGON,Brunswick
3779,BLYTH NR EDMENDS (FIRE STN),Brunswick
3783,ROYAL/PARK,Brunswick
3784,SYDNEY NR STEWART,Brunswick
3785,ALBION NR HOWARD,Brunswick
3786,DAWSON NR FALLON,Brunswick
3787,ALBION NR THISTLE,Brunswick
3790,SYDNEY NR DONALD,Brunswick
3791,BRUNSWICK/STRANGER,Brunswick
3793,BRUNSWICK NR EWING,Brunswick
3795,DAWSON WEST OF SAXON,Brunswick
3797,LYGON NR PARK,Brunswick
3886,MORELAND NR MURDOCH,Brunswick
4003,MORELAND NR BARROW,Brunswick
4004,NICHOLSON/MORELAND/HOLMES,Brunswick
4006,SYDNEY/ALBION,Brunswick
4007,LYGON/ALBION/HOLMES,Brunswick
4010,SYDNEY/BLYTH,Brunswick
4011,SYDNEY/VICTORIA,Brunswick
4013,SYDNEY/ALBERT,Brunswick
4014,SYDNEY/GLENLYON/DAWSON,Brunswick
4022,SYDNEY/WESTON,Brunswick
4026,GLENLYON NR GARDEN,Brunswick
1723,Brunswick Street at Canning Street,Brunswick East
3114,BRUNSWICK NR RATHDOWNE,Brunswick East
3115,BRUNSWICK/NICHOLSON/HOLDEN,Brunswick East
3782,LYGON NR STEWART,Brunswick East
3792,NICHOLSON NR ALBERT,Brunswick East
3796,NICHOLSON NR HARRISON,Brunswick East
4017,LYGON/BLYTH,Brunswick East
4018,LYGON/VICTORIA,Brunswick East
4019,LYGON NR ALBERT,Brunswick East
4020,LYGON/GLENLYON,Brunswick East
4021,LYGON NR WESTON,Brunswick East
4023,NICHOLSON/ARTHURTON/BLYTH,Brunswick East
4024,NICHOLSON/GLENLYON,Brunswick East
4028,HOLMES NR DONALD,Brunswick East
3110,BRUNSWICK/FLEMING,Brunswick West
3111,BRUNSWICK/GRANTHAM,Brunswick West
3118,BRUNSWICK/GIBSON,Brunswick West
3780,GRANTHAM NR UNION,Brunswick West
3781,MELVILLE NR APPLEBY,Brunswick West
3788,DAWSON NR DALY,Brunswick West
4005,MELVILLE/ALBION,Brunswick West
4008,MELVILLE/VICTORIA,Brunswick West
4009,VICTORIA/PEARSON,Brunswick West
4015,MELVILLE/DAWSON,Brunswick West
4016,DAWSON/GRANTHAM,Brunswick West
4027,SOUTH DALY NR COLLIER,Brunswick West
4029,MELVILLE/HOPE,Brunswick West
1159,SUNBURY/BULLA-DIGGERS REST,Bulla
1213,SUNBURY/BULLA/WILDWOOD,Bulla
1214,BULLA/SOMERTON(GREEN ST),Bulla
680,MANNINGHAM/THOMPSONS,Bulleen
682,MANNINGHAM/GRANT OLSEN,Bulleen
683,MANNINGHAM/BRIDGE,Bulleen
684,MANNINGHAM NR DERRECK,Bulleen
686,MANNINGHAM/BULLEEN,Bulleen
688,THOMPSONS NR BARAK,Bulleen
689,THOMPSONS NR FULLER,Bulleen
709,EASTERN FWY RAMP/THOMPSONS,Bulleen
1367,BULLEEN / GOLDEN WAY,Bulleen
3165,EDGEWATER BLVD EAST OF GORDON ST,Bullengarook
1281,M80 AB PLENTY RD ONRAMP,Bundoora
2760,PLENTY/DALY,Bundoora
2764,PLENTY/MCLEANS/MILTON,Bundoora
2769,SETTLEMENT/GREENHILLS,Bundoora
2778,SETTLEMENT/BROWNHILL,Bundoora
3727,PLENTY/GRANGE/SNAKE GULLY,Bundoora
3734,PLENTY/DUNNE/KINGSBURY,Bundoora
3735,PLENTY/GRIMSHAW,Bundoora
3736,PLENTY/BENT/SETTLEMENT,Bundoora
3737,PLENTY/TAUNTON,Bundoora
3738,PLENTY NR BRADSHAW,Bundoora
3741,PLENTY/MT COOPER,Bundoora
3879,KINGSBURY/RING,Bundoora
4165,PLENTY/PARADE COLLEGE,Bundoora
4166,PLENTY/GREENHILLS,Bundoora
4169,METROPOLITAN RING ROAD/PLENTY,Bundoora
4170,GRIMSHAW NR BALAKA,Bundoora
4171,GRIMSHAW NR PATRICIA,Bundoora
4175,GREENWOOD NR MAPLE,Bundoora
4178,GRIMSHAW NR DENDARYL,Bundoora
4181,PLENTY/GREENWOOD,Bundoora
4183,PLENTY NR LARUNDEL,Bundoora
4184,PLENTY/MAIN,Bundoora
4188,GRIMSHAW/THE CONCORD,Bundoora
4796,KINGSBURY/WATERDALE,Bundoora
4896,PLENTY/ENTERPRISE,Bundoora
4986,PLENTY/CLEMENTS,Bundoora
4987,PLENTY/BETULA,Bundoora
4996,SETTLEMENT NR COOK,Bundoora
4998,SETTLEMENT NR NORRIS,Bundoora
40080,WRR/DAREBIN CREEK GB,Bundoora
40081,WRR WEST OF TASMAN DR GB,Bundoora
40082,WRR EAST OF TASMAN DR GB,Bundoora
40088,WRR EAST OF TASMAN DR AB,Bundoora
40089,WRR WEST OF TASMAN DR AB,Bundoora
40090,WRR/DAREBIN CREEK AB,Bundoora
1401,CITY LINK/GIBDON ENTRY,Burnley
1403,CITYLINK/YARRA BVD EAST BD ENTRY,Burnley
2841,MONASH ENTRY RAMP/BARKLY/GIBDON VM5,Burnley
3866,MADDEN NR STAWELL,Burnley
4224,SWAN/YARRA/AMRAD,Burnley
4812,SWAN/MADDEN,Burnley
7081,MONASH/LOYOLA ON RAMP/HAUL,Burnley
2656,WESTERN HWY/WESTWOOD,Burnside
2676,WESTWOOD DRV BTW ELLIOT CRT N LANDY CRT,Burnside
2714,WESTERN HWY/ROBINSONS,Burnside
1205,WESTWOOD DR/INGLEWOOD DR/COMMERCIAL RD,Burnside Heights
1233,TAYLORS NEAR WATERVALE BLVD,Burnside Heights
468,HIGHBURY NR FINCH,Burwood
2001,BURWOOD HWY/GILMOUR/SOMERS,Burwood
2002,BURWOOD HWY NR MILLICENT,Burwood
2003,BURWOOD HWY NR PLC,Burwood
2004,BURWOOD HWY/ELGAR/MCINTYRE,Burwood
2005,BURWOOD HWY/DEAKIN UNIVERSITY,Burwood
2006,BURWOOD HWY/STATION,Burwood
2007,BURWOOD HWY NR STARLING,Burwood
2008,BURWOOD HWY/MIDDLEBOROUGH,Burwood
2013,STATION NR BRONTE & DELANY,Burwood
2021,STATION BTW BOARDMAN & GARDINER CK,Burwood
2026,HOLLAND AVE NR BURWOOD HWY,Burwood
3685,WARRIGAL/HIGHBURY,Burwood
3916,ELGAR/UGANDA,Burwood
3925,RIVERSDALE/ELGAR,Burwood
3933,RIVERSDALE NR ALANDALE,Burwood
3937,STATION/HIGHBURY,Burwood
3941,STATION/ELEY,Burwood
3942,HIGHBURY NR MONTPELLIER,Burwood
3944,HIGHBURY NR HARRISON (FIRE STN),Burwood
161,BURWOOD HWY/LAKESIDE/WOODVALE,Burwood East
162,BURWOOD HWY/BLACKBURN,Burwood East
163,BURWOOD HWY/SEVENOAKS,Burwood East
164,BURWOOD HWY/SPRINGVALE,Burwood East
165,BURWOOD HWY/SAFEWAY ENT/RSPCA ENT,Burwood East
167,BURWOOD HWY NR BENWERRIN,Burwood East
356,HIGHBURY/BLACKBURN,Burwood East
577,BURWOOD HWY/HOLLAND/K-MART ENT,Burwood East
578,BURWOOD HWY NR HIGHVIEW,Burwood East
579,BURWOOD HWY NR CROW,Burwood East
2059,CAIRNLEA/WOODBURN,Cairnlea
2674,FURLONG/CAIRNLEA,Cairnlea
4656,STATION/DEER PARK SHOPPING CENTRE,Cairnlea
6235,LODDON VALLEY/SANDHURST,California Gully
1031,BURKE/BURWOOD,Camberwell
2000,BURWOOD HWY/WARRIGAL,Camberwell
2034,BURKE NR PINE,Camberwell
3120,BURKE/CANTERBURY,Camberwell
3121,CANTERBURY NR LOCH,Camberwell
3122,CANTERBURY/STANHOPE,Camberwell
3683,WARRIGAL NR GLEESON,Camberwell
3684,WARRIGAL NR LOUDON,Camberwell
3801,PROSPECT HILL/STANHOPE/TRAFALGAR,Camberwell
3802,PROSPECT HILL NR CARINDA,Camberwell
3804,RIVERSDALE/TRAFALGAR,Camberwell
3805,RIVERSDALE NR WILLOW,Camberwell
3806,RIVERSDALE NR QUANTOCK,Camberwell
3807,RIVERSDALE/WATTLE VALLEY,Camberwell
3808,RIVERSDALE/HIGHFIELD,Camberwell
3810,CAMBERWELL NR BUTLER,Camberwell
3811,CAMBERWELL NR INGLESBY,Camberwell
3812,CAMBERWELL/SEYMOUR/TRAFALGAR,Camberwell
3813,CAMBERWELL NR GLEN IRIS,Camberwell
3821,BURKE NR COOKSON,Camberwell
3829,CAMBERWELL NR BOWEN,Camberwell
3837,STANHOPE NR LORNE,Camberwell
3979,RIVERSDALE/FAIRHOLM,Camberwell
4012,TOORAK/CAMBERWELL,Camberwell
4038,BURKE/HAROLD/PROSPECT HILL,Camberwell
4039,BURKE NR BURKE (RIVERSDALE),Camberwell
4040,BURKE/CAMBERWELL/RIVERSDALE,Camberwell
4042,BURKE/PLEASANT/SEYMOUR,Camberwell
4043,BURKE/TOORAK,Camberwell
4044,TOORAK NR BOWEN,Camberwell
4046,TOORAK/SUMMERHILL/CAMBERWELL,Camberwell
4048,TOORAK/HIGHFIELD/LITHGOW,Camberwell
4049,TOORAK NR GRANDVIEW,Camberwell
4050,TOORAK NR MYRNIONG & QUEENS,Camberwell
5329,RIVERSDALE ROAD EAST OF WESTBOURNE GROVE,Camberwell
2147,SYDNEY RD/AXIOM BUSINESS PARK,Campbellfield
2149,SYDNEY / CAMPBELLFIELD SHOPPING CENTRE,Campbellfield
2158,SYDNEY/SOMERSET,Campbellfield
2159,HUME HWY/BARRY,Campbellfield
2167,SYDNEY RD/BOLINDA,Campbellfield
2168,MAHONEYS/PIPEWORKS MARKET,Campbellfield
2178,SYDNEY RD/NORTHBOURNE/TRUCK CITY,Campbellfield
2187,SYDNEY/MITRE 10 ENTRY,Campbellfield
2189,SOMERTON/AUSTRAK,Campbellfield
3983,BARRY NR DUNSTAN,Campbellfield
3996,BARRY/FORD ENTRANCE,Campbellfield
3123,CANTERBURY NR MANGARRA,Canterbury
3124,CANTERBURY NR CHAUCER,Canterbury
3127,CANTERBURY/BALWYN,Canterbury
3128,CANTERBURY NR ROCHESTER,Canterbury
3799,PROSPECT HILL NR SCOTT,Canterbury
3803,PROSPECT HILL NR MOLESWORTH,Canterbury
3977,BURKE/MONT ALBERT,Canterbury
4065,MONT ALBERT NR RUBENS,Canterbury
501,POINT NEPEAN/TRUEMANS,Capel Sound
550,EASTBOURNE RD/VILLAGE GLEN DR,Capel Sound
879,POINT NEPEAN NR CAPEL,Capel Sound
5844,BALLARAT-BURRUMBEET/DYSON,Cardigan
1029,GRATTAN/DRUMMOND,Carlton
1034,FARADAY/DRUMMOND,Carlton
1036,QUEENSBERRY/DRUMMOND,Carlton
1037,QUEENSBERRY/LEICESTER,Carlton
1039,QUEENSBERRY/CARDIGAN,Carlton
2918,VICTORIA/LATROBE,Carlton
3406,RATHDOWNE NR FARADAY ST,Carlton
3417,ELGIN/DRUMMOND,Carlton
3450,NICHOLSON/ELGIN/JOHNSTON,Carlton
3498,ELGIN/CARDIGAN,Carlton
4381,RATHDOWNE/PRINCES,Carlton
4388,ELIZABETH/VICTORIA,Carlton
4390,SWANSTON/QUEENSBERRY,Carlton
4391,GRATTAN/SWANSTON,Carlton
4392,SWANSTON/FARADAY,Carlton
4394,GRATTAN/MELBOURNE UNIVERSITY,Carlton
4395,GRATTAN/CARDIGAN,Carlton
4396,GRATTAN/LYGON,Carlton
4397,RATHDOWNE/GRATTAN,Carlton
4398,BOUVERIE/QUEENSBERRY,Carlton
4399,LYGON/QUEENSBERRY,Carlton
4400,RATHDOWNE/QUEENSBERRY,Carlton
4407,LYGON/FARADAY,Carlton
4408,LYGON/ELGIN,Carlton
4409,RATHDOWNE/ELGIN,Carlton
4410,CANNING/ELGIN,Carlton
4411,RATHDOWNE NR PALMERSTON,Carlton
4413,LYGON NR PELHAM,Carlton
4414,LYGON NR LYTTON,Carlton
4416,RATHDOWNE NR PELHAM,Carlton
4417,RATHDOWNE NR NEILL,Carlton
4418,RATHDOWNE NR PRINCES,Carlton
4427,NICHOLSON NR KAY,Carlton
4711,SWANSTON/CEMETERY EAST/COLLEGE,Carlton
1044,ROYAL/WALKER,Carlton North
1046,ROYAL NR IEVERS,Carlton North
2100,EASTERN/NICHOLSON/PRINCES,Carlton North
3444,RATHDOWNE ST NEAR RICHARDSON ST,Carlton North
4380,CEMETERY/LYGON/PRINCES,Carlton North
4382,CEMETERY/COLLEGE,Carlton North
4415,PRINCES NR CANNING,Carlton North
4421,NICHOLSON/SCOTCHMER/PIGDON,Carlton North
4422,RATHDOWNE/PIGDON,Carlton North
4429,RATHDOWNE NR NEWRY,Carlton North
2420,PHE/GRANGE,Carnegie
2442,KOORNANG/ARAWATTA,Carnegie
2745,KOORNANG/ROSSTOWN,Carnegie
2754,NEERIM NR AMES,Carnegie
2757,NEERIM NR TRUGANINI,Carnegie
3293,GRANGE BTW GARDEN/WATTLE,Carnegie
4084,KOORNANG/NEERIM,Carnegie
4099,KOORNANG/TRUGANINI,Carnegie
4102,KOORNANG NR JERSEY,Carnegie
4106,GLENHUNTLY/TRUGANINI,Carnegie
1172,CAROLINE SPRING BTW BRIDGEWATER/WENDOURE,Caroline Springs
1230,GOURLAY/LANSFIELD DRIVE,Caroline Springs
2565,WESTERN HWY/CHISHOLM DR/PANAMAX DR,Caroline Springs
2571,COMMERCIAL/LAKE,Caroline Springs
2591,CAROLINE SPRINGS/COLLEGE,Caroline Springs
2593,CAROLINE SPRINGS/LAKE,Caroline Springs
2680,CAROLINE SPRINGS/COMMERCIAL,Caroline Springs
223,STATION/MCLEOD,Carrum
224,NEPEAN/STATION,Carrum
552,MCLEOD NR TENNYSON,Carrum
870,STATION NR CARRUM RAIL STATION,Carrum
517,BALLARTO NR GREENWOOD,Carrum Downs
617,HALL/CADLES,Carrum Downs
701,HALL/LYREBIRD,Carrum Downs
734,FRANK-DAND NR BAWDEN,Carrum Downs
749,FRANKSTON-DANDENONG/O'GRADYS,Carrum Downs
752,FRANKSTON-DANDENONG/LATHAMS/HALL,Carrum Downs
761,BALLARTO/MCCLELLAND,Carrum Downs
1267,FRANKSTON-DANDENONG/PENLINK,Carrum Downs
1704,Frankston-Dandenong Rd / Yazaki Way,Carrum Downs
1712,Franskton Dandeong Rd-Wedge Rd/Boundary,Carrum Downs
6301,MIDLAND HWY(BARKER)/PYRENEES HWY(FOREST),Castlemaine
6302,MIDLAND HWY/LYTTLETON,Castlemaine
1746,Bambra Road / Neerim Road,Caulfield
2755,BOORAN NR MIRIAM,Caulfield
4079,GLEN EIRA/KOOYONG,Caulfield
4080,HAWTHORN/GLEN EIRA,Caulfield
4082,BOORAN/NEERIM,Caulfield
4091,HAWTHORN/GLENHUNTLY,Caulfield
4092,GLENHUNTLY/BAMBRA,Caulfield
4104,KOOYONG NR ALLISON,Caulfield
2398,SIR JOHN MONASH NR QUEENS,Caulfield East
2418,PHE/FINCH/DERBY,Caulfield East
2419,PHE/BURKE/SIR JOHN MONASH,Caulfield East
2434,PHE/WAVERLEY,Caulfield East
2435,PHE/SMITH/RAILWAY/NORMANBY,Caulfield East
2740,NORMANBY NR QUEENS/CAULFIELD RACECOURSE,Caulfield East
2746,NEERIM/QUEENS,Caulfield East
2759,SIR JOHN MONASH NR DERBY,Caulfield East
3292,NORMANBY/QUEENS,Caulfield East
2412,PHE/ORRONG,Caulfield North
2413,PHE/KOOYONG,Caulfield North
2414,PHE/GLENFERRIE/HAWTHORN,Caulfield North
2416,PHE/NORMANBY/STATION,Caulfield North
2433,DANDENONG/WATTLETREE,Caulfield North
2526,Inkerman Road near Orrong Grove,Caulfield North
2691,BALACLAVA NR LABASSA,Caulfield North
2748,BALACLAVA/BAMBRA,Caulfield North
4070,KOOYONG/ALMA,Caulfield North
4071,INKERMAN/KOOYONG,Caulfield North
4072,HAWTHORN/INKERMAN,Caulfield North
4074,BALACLAVA/KOOYONG,Caulfield North
4075,BALACLAVA/HAWTHORN,Caulfield North
4076,BALACLAVA/KAMBROOK,Caulfield North
4077,BALACLAVA/NORMANBY,Caulfield North
4081,BAMBRA/GLEN EIRA,Caulfield North
4094,ORRONG NR MERTON,Caulfield North
4095,KOOYONG NR CRIMEA,Caulfield North
4096,BALACLAVA NR KINROSS,Caulfield North
4103,INKERMAN/ORRONG,Caulfield North
3552,NORTH NR LANDCOX,Caulfield South
3553,NORTH/HAWTHORN,Caulfield South
3554,NORTH/BAMBRA/THOMAS,Caulfield South
3555,NORTH/BOORAN/WHEATLEY,Caulfield South
4090,GLENHUNTLY NR CEDAR,Caulfield South
4097,HAWTHORN NR ELLINGTON,Caulfield South
4098,BAMBRA NR BUNDEERA,Caulfield South
262,MONASH/HUNTINGDALE,Chadstone
471,HUNTINGDALE NR MCLOCHLAN,Chadstone
3666,POWER NR BATESFORD,Chadstone
3676,MONASH/WARRIGAL (ON RAMP O/B),Chadstone
3677,WARRIGAL/HARVEY NORMAN ENT. NO 1,Chadstone
3678,MONASH/WARRIGAL (ON RAMP I/B) DD 3681,Chadstone
3689,WARRIGAL/THE BOULEVARD,Chadstone
4708,WAVERLEY NR SAVIO,Chadstone
4709,WAVERLEY NR POWER,Chadstone
4710,HUNTINGDALE/WAVERLEY,Chadstone
40179,M1 East of Warrigal OB,Chadstone
40180,M1 East of Warrigal IB,Chadstone
40181,M1 East of Atkinson OB,Chadstone
40182,M1 East of Atkinson IB,Chadstone
40201,M1 OB on Huntingdal Rd bridge,Chadstone
5331,SURF COAST HIGHWAY / BAANIP BOULEVARD,Charlemont
212,NEPEAN NR THE STRAND,Chelsea
218,NEPEAN/CHELSEA,Chelsea
220,NEPEAN NR SWANPOOL,Chelsea
221,NEPEAN/ARGYLE/MAURY,Chelsea
289,STATION NR SWANPOOL,Chelsea
293,THAMES NR MULKARRA,Chelsea
510,STATION/THAMES PROMENADE,Chelsea
101,WELLS/CHELSEA HEIGHTS HOTEL,Chelsea Heights
542,WELLS/ENTERPRIZE,Chelsea Heights
967,WELLS/AMAROO (SOUTH),Chelsea Heights
1575,Thames Promenade east of Fifth Avenue,Chelsea Heights
2318,BAY NR JACK,Cheltenham
2327,NEPEAN/CHESTERVILLE/CHARMAN,Cheltenham
2328,NEPEAN/CENTRE DANDENONG,Cheltenham
2334,NEPEAN/STATION,Cheltenham
2339,NEPEAN/SOUTHLAND NTH ENT,Cheltenham
2340,NEPEAN/SOUTHLAND SHOPPING,Cheltenham
2341,BAY/CHELTENHAM MARKET,Cheltenham
2345,CENTRE DANDENONG NR NEPEAN,Cheltenham
2348,CHARMAN NR STATION,Cheltenham
2356,NEPEAN HWY NR OAK,Cheltenham
3140,CENTRE DANDENONG NR COOLAC,Cheltenham
3141,CENTRE DANDENONG/GRANGE,Cheltenham
3653,RESERVE/PARK/TULIP,Cheltenham
3698,WARRIGAL/KINGSTON,Cheltenham
3699,WARRIGAL/BERNARD,Cheltenham
3700,WARRIGAL/CENTRE DANDENONG,Cheltenham
3704,WARRIGAL/FARM,Cheltenham
3711,WARRIGAL/OAK/VOLTRI,Cheltenham
4624,CHESTERVILLE/BERNARD,Cheltenham
4625,CHESTERVILLE/ARGUS/TENNYSON,Cheltenham
4626,CHARMAN/PARK,Cheltenham
4627,CHARMAN NR GLEBE,Cheltenham
4628,BERNARD NR WINGROVE,Cheltenham
4629,BERNARD NR CAVANAGH,Cheltenham
4637,CHESTERVILLE NR RADCLIFFE,Cheltenham
140,MAROONDAH/BLACK SPRINGS,Chirnside Park
141,MAROONDAH/EDWARD/MANCHESTER,Chirnside Park
142,MAROONDAH/VICTORIA,Chirnside Park
155,EDWARD/VIEWPOINT,Chirnside Park
157,MAROONDAH HWY/KIMBERLEY/FLETCHER,Chirnside Park
549,MAROONDAH HWY/OLD MELBOURNE/BUNNING,Chirnside Park
1018,MAROONDAH HWY/LANDSCAPE,Chirnside Park
6662,MONASH WAY NR SWITCHBACK,Churchill
6664,MONASH WAY/GEORGINA,Churchill
1697,Dingley Bypass / Clarinda Road,Clarinda
3212,HEATHERTON/KINGSTON/CLAYTON/BOUNDARY,Clarinda
363,BLACKBURN/DUERDIN,Clayton
948,PHE/SPRINGVALE BYPASS/Westall,Clayton
1093,WELLINGTON/NANTILLA,Clayton
2429,PHE/CLAYTON,Clayton
2430,PHE/NORTH/WELLINGTON,Clayton
2431,PHE/BLACKBURN,Clayton
2432,PHE/MCNAUGHTON,Clayton
2956,WESTALL/CENTRE,Clayton
2960,CENTRE/SPRINGS,Clayton
2961,CENTRE/COOKE,Clayton
3144,CENTRE/BUCKLAND,Clayton
3189,CENTRE/KNIGHT,Clayton
3191,CLAYTON/DUNSTAN,Clayton
3197,CLAYTON NR DUNSTAN,Clayton
3198,CENTRE/CLAYTON,Clayton
3205,CLAYTON NR COLONEL,Clayton
3206,CLAYTON/HAUGHTON/CARINISH,Clayton
3208,CLAYTON/MONASH MEDICAL CENTRE,Clayton
3211,MCNAUGHTON NR TORTEVAL,Clayton
3570,CLAYTON/NORTH,Clayton
3720,WELLINGTON/MONASH UNIVERSITY BUS ENT,Clayton
3721,WELLINGTON/MONASH UNIVERSITY ENT,Clayton
3722,BLACKBURN/WELLINGTON,Clayton
4699,CENTRE NR KIONGA,Clayton
4700,CENTRE/MCNAUGHTON/KOMBI,Clayton
4703,RING ROAD EAST AT MONASH UNI,Clayton
4705,RING ROAD SOUTH AT MONASH UNI,Clayton
4716,FERNTREE GULLY/FORSTER/GARDINER,Clayton
279,HEATHERTON/TOOTAL,Clayton South
2344,CLAYTON NR SYLVANDER (FIRE STN),Clayton South
3200,CLAYTON/FAIRBANK,Clayton South
3207,CLAYTON NR BRENTWOOD,Clayton South
3209,CLAYTON/RYANS,Clayton South
3948,FAIRBANK NR FURY,Clayton South
4636,BOURKE/CLAYTON/OSBORNE,Clayton South
4697,CENTRE NR AUDSLEY,Clayton South
4698,CENTRE/HAUGHTON/CARINISH,Clayton South
4701,RAYHUR NR KOMBI,Clayton South
4706,FAIRBANK NR MONASH CRES,Clayton South
2103,EASTERN HWY/SMITH,Clifton Hill
